phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
5353,icd10,X45,both_sexes,,,X45 Accidental poisoning by and exposure to alcohol,Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X45 Accidental poisoning by and exposure to alcohol,149.0,icd10-X45-both_sexes.tsv.bgz
5354,icd10,X49,both_sexes,,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,181.0,icd10-X49-both_sexes.tsv.bgz
5355,icd10,X50,both_sexes,,,X50 Overexertion and strenuous or repetitive movements,"Chapter XX External causes of morbidity and mortality | X50-X57 Overexertion, travel and privation | X50 Overexertion and strenuous or repetitive movements",1246.0,icd10-X50-both_sexes.tsv.bgz
5356,icd10,X51,both_sexes,,,X51 Travel and motion,"Chapter XX External causes of morbidity and mortality | X50-X57 Overexertion, travel and privation | X51 Travel and motion",134.0,icd10-X51-both_sexes.tsv.bgz
5357,icd10,X58,both_sexes,,,X58 Exposure to other specified factors,Chapter XX External causes of morbidity and mortality | X58-X59 Accidental exposure to other and unspecified factors | X58 Exposure to other specified factors,153.0,icd10-X58-both_sexes.tsv.bgz
5358,icd10,X59,both_sexes,,,X59 Exposure to unspecified factor,Chapter XX External causes of morbidity and mortality | X58-X59 Accidental exposure to other and unspecified factors | X59 Exposure to unspecified factor,4242.0,icd10-X59-both_sexes.tsv.bgz
5359,icd10,X60,both_sexes,,,"X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X60 Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",1566.0,icd10-X60-both_sexes.tsv.bgz
5360,icd10,X61,both_sexes,,,"X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified","Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X61 Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",1559.0,icd10-X61-both_sexes.tsv.bgz
5361,icd10,X62,both_sexes,,,"X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X62 Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",541.0,icd10-X62-both_sexes.tsv.bgz
5362,icd10,X63,both_sexes,,,X63 Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X63 Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,152.0,icd10-X63-both_sexes.tsv.bgz
5363,icd10,X64,both_sexes,,,"X64 Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X64 Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",640.0,icd10-X64-both_sexes.tsv.bgz
5364,icd10,X70,both_sexes,,,"X70 Intentional self-harm by hanging, strangulation and suffocation","Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X70 Intentional self-harm by hanging, strangulation and suffocation",118.0,icd10-X70-both_sexes.tsv.bgz
5365,icd10,X78,both_sexes,,,X78 Intentional self-harm by sharp object,Chapter XX External causes of morbidity and mortality | X60-X84 Intentional self-harm | X78 Intentional self-harm by sharp object,211.0,icd10-X78-both_sexes.tsv.bgz
